RA,NOME,REGIONAl,CodRegional,Marca,CodMarca,Campus,CodCampus
13138973,João Pedro Correia,Norte,1,IES PA,3,Campus PA 2,20
13138974,Eloah Castro,Nordeste,2,IES BA,4,Campus BA 2,21
13138975,Enrico Aragão,Nordeste,2,IES RN,5,Campus RN 2,22
13138976,Agatha Ribeiro,Nordeste,2,IES SE,6,Campus SE 2,23
13138977,Samuel Peixoto,Nordeste,2,IES AL,7,Campus AL 2,24
13138978,Dr. Thiago das Neves,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138979,Luiz Gustavo da Cunha,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138980,Samuel Rocha,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138981,João Souza,Sudeste,4,IES SP,11,Campus SP 2,28
13138982,Lorena Rodrigues,Sudeste,4,IES ES,12,Campus ES 2,29
13138983,Ana Júlia Moraes,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138984,João Miguel Novaes,Sudeste,4,IES MG,14,Campus MG 2,31
13138985,Dra. Sarah Nogueira,Sul,5,IES RS,15,Campus RS 2,32
13138986,Dr. Luiz Felipe Teixeira,Sul,5,IES SC,16,Campus SC 2,33
13138987,Breno Ramos,Sul,5,IES PR,17,Campus PR 2,34
13138988,Davi Luiz Pires,Norte,1,IES AM,1,Campus AM 3,35
13138989,Sr. João Lucas Gonçalves,Norte,1,IES RR,2,Campus RR 3,36
13138990,Heitor Porto,Norte,1,IES PA,3,Campus PA 3,37
13138991,André Jesus,Nordeste,2,IES BA,4,Campus BA 3,38
13138992,Pietro Cavalcanti,Nordeste,2,IES RN,5,Campus RN 3,39
13138993,Davi Luiz Barros,Nordeste,2,IES SE,6,Campus SE 3,40
13138994,Calebe Cardoso,Nordeste,2,IES AL,7,Campus AL 3,41
13138995,Felipe Cunha,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13138996,Pedro Lucas da Rocha,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13138997,João da Rosa,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13138998,Raquel Cavalcanti,Sudeste,4,IES SP,11,Campus SP 3,45
13138999,Luiz Henrique Moreira,Sudeste,4,IES ES,12,Campus ES 3,46
13139000,André Freitas,Sudeste,4,IES RJ,13,Campus RJ 3,47
13139001,Caroline Duarte,Sudeste,4,IES MG,14,Campus MG 3,48
13139002,Leandro Jesus,Sul,5,IES RS,15,Campus RS 3,49
13139003,Sr. Levi Costela,Sul,5,IES SC,16,Campus SC 3,50
13139004,Sr. João Felipe da Mata,Sul,5,IES PR,17,Campus PR 3,51
13139005,Alícia Rodrigues,Norte,1,IES AM,1,Campus AM 4,52
13139006,Lavínia Nunes,Norte,1,IES RR,2,Campus RR 4,53
13139007,Ian Vieira,Norte,1,IES PA,3,Campus PA 4,54
13139008,Bernardo da Cunha,Nordeste,2,IES BA,4,Campus BA 4,55
13139009,Benjamin Nunes,Nordeste,2,IES RN,5,Campus RN 4,56
13139010,Brenda Cardoso,Nordeste,2,IES SE,6,Campus SE 4,57
13139011,Sr. Gustavo da Cunha,Nordeste,2,IES AL,7,Campus AL 4,58
13139012,Leandro da Cunha,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13139013,Ana Beatriz Costa,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13139014,Srta. Ana Júlia Moura,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13139015,Davi Luiz da Cunha,Sudeste,4,IES SP,11,Campus SP 4,62
13139016,André Ribeiro,Sudeste,4,IES ES,12,Campus ES 4,63
13139017,Camila Nogueira,Sudeste,4,IES RJ,13,Campus RJ 4,64
13139018,Lucca Monteiro,Sudeste,4,IES SP,11,Campus SP 1,11
13139019,Luiz Miguel Melo,Sudeste,4,IES ES,12,Campus ES 1,12
13139020,Giovanna da Cunha,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139021,João Gabriel Teixeira,Sudeste,4,IES MG,14,Campus MG 1,14
13139022,Maysa da Cunha,Sul,5,IES RS,15,Campus RS 1,15
13139023,Dr. Lorenzo Souza,Sul,5,IES SC,16,Campus SC 1,16
13139024,Kamilly Melo,Sul,5,IES PR,17,Campus PR 1,17
13139025,Bruna Silva,Norte,1,IES AM,1,Campus AM 2,18
13139026,Emilly Souza,Norte,1,IES RR,2,Campus RR 2,19
13139027,Sr. Vicente da Cruz,Norte,1,IES PA,3,Campus PA 2,20
13139028,Vinicius Costela,Nordeste,2,IES BA,4,Campus BA 2,21
13139029,Sr. Joaquim Silveira,Nordeste,2,IES RN,5,Campus RN 2,22
13139030,Maysa Pereira,Nordeste,2,IES SE,6,Campus SE 2,23
13139031,Sr. Theo Mendes,Nordeste,2,IES AL,7,Campus AL 2,24
13139032,Francisco Almeida,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139033,Davi Lucca Viana,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139034,Nicolas da Paz,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13139035,Alexandre Rezende,Sudeste,4,IES SP,11,Campus SP 2,28
13139036,Luiz Fernando Ramos,Sudeste,4,IES ES,12,Campus ES 2,29
13139037,Sofia Carvalho,Sudeste,4,IES RJ,13,Campus RJ 2,30
13139038,Evelyn Costela,Sudeste,4,IES SP,11,Campus SP 1,11
13139039,Diego Porto,Sudeste,4,IES ES,12,Campus ES 1,12
13139040,Lorena Rodrigues,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139041,Isaac Teixeira,Sudeste,4,IES MG,14,Campus MG 1,14
13139042,Vicente Rodrigues,Sul,5,IES RS,15,Campus RS 1,15
13139043,Rebeca Pires,Sul,5,IES SC,16,Campus SC 1,16
13139044,Dra. Sophia Barros,Sul,5,IES PR,17,Campus PR 1,17
13139045,Lorena Silveira,Norte,1,IES AM,1,Campus AM 2,18
13139046,Sabrina da Mata,Norte,1,IES RR,2,Campus RR 2,19
13139047,Júlia da Rosa,Norte,1,IES PA,3,Campus PA 2,20
13139048,Sra. Pietra Campos,Nordeste,2,IES BA,4,Campus BA 2,21
13139049,Erick da Conceição,Nordeste,2,IES RN,5,Campus RN 2,22
13139050,Maria Vitória Moreira,Nordeste,2,IES SE,6,Campus SE 2,23
13139051,Antônio Costa,Nordeste,2,IES AL,7,Campus AL 2,24
13139052,Dr. André Ferreira,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139053,Luna Moreira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139054,João Pedro Freitas,Norte,1,IES AM,1,Campus AM 1,1
13139055,Diego Novaes,Norte,1,IES RR,2,Campus RR 1,2
13139056,Larissa da Luz,Norte,1,IES PA,3,Campus PA 1,3
13139057,Eloah Moreira,Nordeste,2,IES BA,4,Campus BA 1,4
13139058,Thales Alves,Nordeste,2,IES RN,5,Campus RN 1,5
13139059,Pedro Rocha,Nordeste,2,IES SE,6,Campus SE 1,6
13139060,Pedro Alves,Nordeste,2,IES AL,7,Campus AL 1,7
13139061,Catarina Sales,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13139062,Enzo Gabriel Martins,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13139063,Dra. Juliana Souza,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13139064,Ana Luiza Moraes,Sudeste,4,IES SP,11,Campus SP 1,11
13139065,Lívia da Conceição,Sudeste,4,IES ES,12,Campus ES 1,12
13139066,João Vitor Santos,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139067,João Pedro Porto,Sudeste,4,IES MG,14,Campus MG 1,14
13139068,Lucca Cavalcanti,Sul,5,IES RS,15,Campus RS 1,15
13139069,Sophia da Rosa,Sul,5,IES SC,16,Campus SC 1,16
13139070,Diego Duarte,Sul,5,IES PR,17,Campus PR 1,17
13139071,Luigi da Cruz,Norte,1,IES AM,1,Campus AM 2,18
13139072,Larissa Santos,Norte,1,IES RR,2,Campus RR 2,19
13139073,Cecília Dias,Norte,1,IES PA,3,Campus PA 2,20
13139074,Cauã Azevedo,Nordeste,2,IES BA,4,Campus BA 2,21
13139075,Maria Alice da Mota,Nordeste,2,IES RN,5,Campus RN 2,22
13139076,Elisa da Mota,Nordeste,2,IES SE,6,Campus SE 2,23
13139077,Yasmin da Mata,Nordeste,2,IES AL,7,Campus AL 2,24
13139078,Luigi da Cunha,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139079,Pedro Miguel Nunes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139080,Gustavo da Rosa,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13139081,Manuela Cavalcanti,Sudeste,4,IES SP,11,Campus SP 2,28
13139082,Ana Sophia Azevedo,Sudeste,4,IES ES,12,Campus ES 2,29
13139083,Sarah Lima,Sudeste,4,IES RJ,13,Campus RJ 2,30
13139084,Bernardo Teixeira,Sudeste,4,IES MG,14,Campus MG 2,31
13139085,Luiz Fernando Moreira,Sul,5,IES RS,15,Campus RS 2,32
13139086,Thomas Nogueira,Sul,5,IES SC,16,Campus SC 2,33
13139087,Dr. Isaac Moreira,Sul,5,IES PR,17,Campus PR 2,34
13139088,Isabella Caldeira,Norte,1,IES AM,1,Campus AM 3,35
13139089,Caroline Araújo,Norte,1,IES RR,2,Campus RR 3,36
13139090,Kaique Ribeiro,Norte,1,IES PA,3,Campus PA 3,37
13139091,Dr. André Azevedo,Nordeste,2,IES BA,4,Campus BA 3,38
13139092,Maitê Martins,Nordeste,2,IES RN,5,Campus RN 3,39
13139093,Maria Cecília Gomes,Nordeste,2,IES SE,6,Campus SE 3,40
13139094,Benjamin Costela,Nordeste,2,IES AL,7,Campus AL 3,41
13139095,Evelyn Ribeiro,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13139096,Samuel Cardoso,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13139097,Juliana Porto,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13139098,Bárbara Farias,Sudeste,4,IES SP,11,Campus SP 3,45
13139099,Ana Clara Correia,Sudeste,4,IES ES,12,Campus ES 3,46
13139100,Luiza Viana,Sudeste,4,IES RJ,13,Campus RJ 3,47
13139101,Dra. Maria Cecília da Paz,Sudeste,4,IES MG,14,Campus MG 3,48
13139102,Sr. Enrico Vieira,Sul,5,IES RS,15,Campus RS 3,49
13139103,Augusto Caldeira,Sul,5,IES SC,16,Campus SC 3,50
13139104,Danilo Almeida,Sul,5,IES PR,17,Campus PR 3,51
13139105,Pedro Lucas Aragão,Norte,1,IES AM,1,Campus AM 4,52
13139106,Benjamin Vieira,Norte,1,IES RR,2,Campus RR 4,53
13139107,Maria Fernanda Lopes,Norte,1,IES PA,3,Campus PA 4,54
13139108,Murilo Cunha,Nordeste,2,IES BA,4,Campus BA 4,55
13139109,Dra. Helena Rocha,Nordeste,2,IES RN,5,Campus RN 4,56
13139110,Murilo da Cruz,Nordeste,2,IES SE,6,Campus SE 4,57
13139111,Luiz Otávio da Costa,Nordeste,2,IES AL,7,Campus AL 4,58
13139112,João Pedro Rocha,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13139113,Sr. Vitor Gabriel Monteiro,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13139114,Thiago Mendes,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13139115,Igor Melo,Sudeste,4,IES SP,11,Campus SP 4,62
13139116,Sr. Eduardo Carvalho,Sudeste,4,IES ES,12,Campus ES 4,63
13139117,Emanuelly Viana,Sudeste,4,IES RJ,13,Campus RJ 4,64
13139118,Raquel Moreira,Sudeste,4,IES SP,11,Campus SP 1,11
13139119,Sophie Martins,Sudeste,4,IES ES,12,Campus ES 1,12
13139120,Sr. Leonardo Sales,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139121,Caio Moura,Sudeste,4,IES MG,14,Campus MG 1,14
13139122,Dra. Olivia da Luz,Sul,5,IES RS,15,Campus RS 1,15
13139123,Pietro Monteiro,Sul,5,IES SC,16,Campus SC 1,16
13139124,Alexia da Mata,Sul,5,IES PR,17,Campus PR 1,17
13139125,Dra. Daniela Pinto,Norte,1,IES AM,1,Campus AM 2,18
13139126,Enrico Aragão,Norte,1,IES RR,2,Campus RR 2,19
13139127,Alícia Silveira,Norte,1,IES PA,3,Campus PA 2,20
13139128,Sra. Sophia da Costa,Nordeste,2,IES BA,4,Campus BA 2,21
13139129,Emanuella Barbosa,Nordeste,2,IES RN,5,Campus RN 2,22
13139130,Srta. Maysa Almeida,Nordeste,2,IES SE,6,Campus SE 2,23
13139131,Isaac Cardoso,Nordeste,2,IES AL,7,Campus AL 2,24
13139132,Levi Araújo,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139133,João Pedro Gomes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139134,Luna Aragão,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13139135,Marcelo Nunes,Sudeste,4,IES SP,11,Campus SP 2,28
13139136,Sra. Evelyn Melo,Sudeste,4,IES ES,12,Campus ES 2,29
13139137,Fernanda Almeida,Sudeste,4,IES RJ,13,Campus RJ 2,30
13139138,Luiza Martins,Sudeste,4,IES SP,11,Campus SP 1,11
13139139,Davi Lucas Ramos,Sudeste,4,IES ES,12,Campus ES 1,12
13139140,Valentina Araújo,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139141,Fernanda Ferreira,Sudeste,4,IES MG,14,Campus MG 1,14
13139142,Valentina Araújo,Sul,5,IES RS,15,Campus RS 1,15
13139143,Diego Monteiro,Sul,5,IES SC,16,Campus SC 1,16
13139144,Cauã Duarte,Sul,5,IES PR,17,Campus PR 1,17
13139145,Olivia Moreira,Norte,1,IES AM,1,Campus AM 2,18
13139146,Pietra Costela,Norte,1,IES RR,2,Campus RR 2,19
13139147,Maria Mendes,Norte,1,IES PA,3,Campus PA 2,20
13139148,João Pedro da Costa,Nordeste,2,IES BA,4,Campus BA 2,21
13139149,João Gabriel da Cruz,Nordeste,2,IES RN,5,Campus RN 2,22
13139150,Dr. Otávio Sales,Nordeste,2,IES SE,6,Campus SE 2,23
13139151,Natália Alves,Nordeste,2,IES AL,7,Campus AL 2,24
13139152,Clarice da Cunha,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139153,Luiza Moraes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139154,Joana Costa,Norte,1,IES AM,1,Campus AM 1,1
13139155,Dr. Vicente Dias,Norte,1,IES RR,2,Campus RR 1,2
13139156,Helena Oliveira,Norte,1,IES PA,3,Campus PA 1,3
13139157,Alice da Cruz,Nordeste,2,IES BA,4,Campus BA 1,4
13139158,Lucas Costela,Nordeste,2,IES RN,5,Campus RN 1,5
13139159,Sr. Augusto Silveira,Nordeste,2,IES SE,6,Campus SE 1,6
13139160,Augusto Souza,Nordeste,2,IES AL,7,Campus AL 1,7
13139161,Ana Carolina Freitas,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13139162,Nicole Fogaça,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13139163,Benjamin Barbosa,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13139164,Bryan Correia,Sudeste,4,IES SP,11,Campus SP 1,11
13139165,Maria Fernanda Oliveira,Sudeste,4,IES ES,12,Campus ES 1,12
13139166,Henrique Alves,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139167,Rodrigo Silva,Sudeste,4,IES MG,14,Campus MG 1,14
13139168,Caroline Fogaça,Sul,5,IES RS,15,Campus RS 1,15
13139169,Isadora Caldeira,Sul,5,IES SC,16,Campus SC 1,16
13139170,Samuel Pinto,Sul,5,IES PR,17,Campus PR 1,17
13139171,Isaac Souza,Norte,1,IES AM,1,Campus AM 2,18
13139172,Olivia da Paz,Norte,1,IES RR,2,Campus RR 2,19
13139173,Sr. Joaquim Viana,Norte,1,IES PA,3,Campus PA 2,20
13139174,Pedro Lucas Teixeira,Nordeste,2,IES BA,4,Campus BA 2,21
13139175,Gabrielly da Cunha,Nordeste,2,IES RN,5,Campus RN 2,22
13139176,Vinicius Ribeiro,Nordeste,2,IES SE,6,Campus SE 2,23
13139177,Nicolas da Cunha,Nordeste,2,IES AL,7,Campus AL 2,24
13139178,Sr. Noah da Cruz,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139179,Agatha Nunes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139180,Raquel Sales,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13139181,Emanuel Oliveira,Sudeste,4,IES SP,11,Campus SP 2,28
13139182,Enzo Alves,Sudeste,4,IES ES,12,Campus ES 2,29
13139183,Vicente Silveira,Sudeste,4,IES RJ,13,Campus RJ 2,30
13139184,Daniel Ferreira,Sudeste,4,IES MG,14,Campus MG 2,31
13139185,Alana Cunha,Sul,5,IES RS,15,Campus RS 2,32
13139186,Bianca Alves,Sul,5,IES SC,16,Campus SC 2,33
13139187,Pedro Lucas Ribeiro,Sul,5,IES PR,17,Campus PR 2,34
13139188,Dr. Miguel Castro,Norte,1,IES AM,1,Campus AM 3,35
13139189,Bianca Costa,Norte,1,IES RR,2,Campus RR 3,36
13139190,Alice Cunha,Norte,1,IES PA,3,Campus PA 3,37
13139191,Sr. Otávio Ferreira,Nordeste,2,IES BA,4,Campus BA 3,38
13139192,Murilo Ramos,Nordeste,2,IES RN,5,Campus RN 3,39
13139193,Davi Lucas Silva,Nordeste,2,IES SE,6,Campus SE 3,40
13139194,Breno Souza,Nordeste,2,IES AL,7,Campus AL 3,41
13139195,Luiz Miguel Rocha,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13139196,Daniel Santos,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13139197,Heitor Silva,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13139198,Diogo da Costa,Sudeste,4,IES SP,11,Campus SP 3,45
13139199,Danilo Castro,Sudeste,4,IES ES,12,Campus ES 3,46
13139200,Sra. Emanuelly da Cunha,Sudeste,4,IES RJ,13,Campus RJ 3,47
13139201,Lara Duarte,Sudeste,4,IES MG,14,Campus MG 3,48
13139202,Juan Caldeira,Sul,5,IES RS,15,Campus RS 3,49
13139203,Lara das Neves,Sul,5,IES SC,16,Campus SC 3,50
13139204,Eloah da Mota,Sul,5,IES PR,17,Campus PR 3,51
13139205,Dra. Nina da Rocha,Norte,1,IES AM,1,Campus AM 4,52
13139206,Evelyn Viana,Norte,1,IES RR,2,Campus RR 4,53
13139207,Dra. Maria Aragão,Norte,1,IES PA,3,Campus PA 4,54
13139208,Sr. Eduardo Peixoto,Nordeste,2,IES BA,4,Campus BA 4,55
13139209,Maria Cecília Teixeira,Nordeste,2,IES RN,5,Campus RN 4,56
13139210,João Guilherme Gomes,Nordeste,2,IES SE,6,Campus SE 4,57
13139211,Juan da Mata,Nordeste,2,IES AL,7,Campus AL 4,58
13139212,Rafaela das Neves,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13139213,Luiz Henrique Rocha,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13139214,Bárbara Nascimento,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13139215,Dr. Ryan da Rocha,Sudeste,4,IES SP,11,Campus SP 4,62
13139216,Bernardo Ribeiro,Sudeste,4,IES ES,12,Campus ES 4,63
13139217,Dr. Noah Farias,Sudeste,4,IES RJ,13,Campus RJ 4,64
13139218,Dr. Leonardo da Mata,Sudeste,4,IES SP,11,Campus SP 1,11
13139219,Isis Monteiro,Sudeste,4,IES ES,12,Campus ES 1,12
13139220,Júlia Vieira,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139221,Ana Clara da Mota,Sudeste,4,IES MG,14,Campus MG 1,14
13139222,Dr. Breno Rezende,Sul,5,IES RS,15,Campus RS 1,15
13139223,Joana Lopes,Sul,5,IES SC,16,Campus SC 1,16
13139224,Vitor Almeida,Sul,5,IES PR,17,Campus PR 1,17
13139225,Murilo da Cruz,Norte,1,IES AM,1,Campus AM 2,18
13139226,Vitor Cardoso,Norte,1,IES RR,2,Campus RR 2,19
13139227,Dra. Pietra Barbosa,Norte,1,IES PA,3,Campus PA 2,20
13139228,Davi Santos,Nordeste,2,IES BA,4,Campus BA 2,21
13139229,Vitor Gabriel Mendes,Nordeste,2,IES RN,5,Campus RN 2,22
13139230,Breno Cardoso,Nordeste,2,IES SE,6,Campus SE 2,23
13139231,Ian Campos,Nordeste,2,IES AL,7,Campus AL 2,24
13139232,Felipe Almeida,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139233,Diogo Melo,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139234,Daniel Moreira,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13139235,Luiz Fernando Campos,Sudeste,4,IES SP,11,Campus SP 2,28
13139236,Sr. Luiz Miguel Lima,Sudeste,4,IES ES,12,Campus ES 2,29
13139237,Pedro Miguel Alves,Sudeste,4,IES RJ,13,Campus RJ 2,30
13139238,Dr. João Pedro Fernandes,Sudeste,4,IES SP,11,Campus SP 1,11
13139239,Letícia Viana,Sudeste,4,IES ES,12,Campus ES 1,12
13139240,Daniela Santos,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139241,Felipe Farias,Sudeste,4,IES MG,14,Campus MG 1,14
13139242,Fernando Fogaça,Sul,5,IES RS,15,Campus RS 1,15
13139243,Juan Dias,Sul,5,IES SC,16,Campus SC 1,16
13139244,Davi Lucas Costa,Sul,5,IES PR,17,Campus PR 1,17
13139245,Clara Costela,Norte,1,IES AM,1,Campus AM 2,18
13139246,Milena Lima,Norte,1,IES RR,2,Campus RR 2,19
13139247,Dr. Nicolas Castro,Norte,1,IES PA,3,Campus PA 2,20
13139248,Maria Julia Santos,Nordeste,2,IES BA,4,Campus BA 2,21
13139249,Noah Fernandes,Nordeste,2,IES RN,5,Campus RN 2,22
13139250,Sr. Daniel Martins,Nordeste,2,IES SE,6,Campus SE 2,23
13139251,Lavínia Gonçalves,Nordeste,2,IES AL,7,Campus AL 2,24
13139252,Lorena da Conceição,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139253,Sr. Caio Lopes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139254,Bárbara Mendes,Norte,1,IES AM,1,Campus AM 1,1
13139255,Pedro Henrique Ramos,Norte,1,IES RR,2,Campus RR 1,2
13139256,Larissa Jesus,Norte,1,IES PA,3,Campus PA 1,3
13139257,Camila Gonçalves,Nordeste,2,IES BA,4,Campus BA 1,4
13139258,Helena Barros,Nordeste,2,IES RN,5,Campus RN 1,5
13139259,Anthony Moreira,Nordeste,2,IES SE,6,Campus SE 1,6
13139260,Otávio Nogueira,Nordeste,2,IES AL,7,Campus AL 1,7
13139261,Evelyn da Costa,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13139262,Cecília da Rocha,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13139263,Noah Teixeira,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13139264,Ana Vitória Novaes,Sudeste,4,IES SP,11,Campus SP 1,11
13139265,Lara da Rocha,Sudeste,4,IES ES,12,Campus ES 1,12
13139266,Pietro Campos,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139267,Lucas Gabriel da Costa,Sudeste,4,IES MG,14,Campus MG 1,14
13139268,Rebeca Jesus,Sul,5,IES RS,15,Campus RS 1,15
13139269,Marina Lopes,Sul,5,IES SC,16,Campus SC 1,16
13139270,Maria Rodrigues,Sul,5,IES PR,17,Campus PR 1,17
13139271,Sr. Yuri Moraes,Norte,1,IES AM,1,Campus AM 2,18
13139272,Cecília Castro,Norte,1,IES RR,2,Campus RR 2,19
13139273,Srta. Esther Porto,Norte,1,IES PA,3,Campus PA 2,20
13139274,Noah Costa,Nordeste,2,IES BA,4,Campus BA 2,21
13139275,Srta. Marcela Ferreira,Nordeste,2,IES RN,5,Campus RN 2,22
13139276,Dr. Guilherme da Cunha,Nordeste,2,IES SE,6,Campus SE 2,23
13139277,Paulo Santos,Nordeste,2,IES AL,7,Campus AL 2,24
13139278,Felipe Rodrigues,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13139279,Ian Barros,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13139280,Bruno Oliveira,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13139281,Maria Vitória Azevedo,Sudeste,4,IES SP,11,Campus SP 2,28
13139282,Benjamin Souza,Sudeste,4,IES ES,12,Campus ES 2,29
13139283,Sra. Emanuelly Lopes,Sudeste,4,IES RJ,13,Campus RJ 2,30
13139284,Ana Lívia Gomes,Sudeste,4,IES MG,14,Campus MG 2,31
13139285,Sarah Mendes,Sul,5,IES RS,15,Campus RS 2,32
13139286,Giovanna Lopes,Sul,5,IES SC,16,Campus SC 2,33
13139287,Davi Luiz da Conceição,Sul,5,IES PR,17,Campus PR 2,34
13139288,Theo Gomes,Norte,1,IES AM,1,Campus AM 3,35
13139289,Juliana Castro,Norte,1,IES RR,2,Campus RR 3,36
13139290,Vitória Moura,Norte,1,IES PA,3,Campus PA 3,37
13139291,Srta. Maria Clara Viana,Nordeste,2,IES BA,4,Campus BA 3,38
13139292,Yuri Cardoso,Nordeste,2,IES RN,5,Campus RN 3,39
13139293,Maria Vitória Oliveira,Nordeste,2,IES SE,6,Campus SE 3,40
13139294,Otávio Pires,Nordeste,2,IES AL,7,Campus AL 3,41
13139295,Luiz Felipe da Cruz,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13139296,Yuri Campos,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13139297,Dra. Olivia Martins,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13139298,Dra. Marina Barros,Sudeste,4,IES SP,11,Campus SP 3,45
13139299,Bruna Rezende,Sudeste,4,IES ES,12,Campus ES 3,46
13139300,Beatriz Peixoto,Sudeste,4,IES RJ,13,Campus RJ 3,47
13139301,Ana Lívia Nunes,Sudeste,4,IES MG,14,Campus MG 3,48
13139302,Emanuelly Fernandes,Sul,5,IES RS,15,Campus RS 3,49
13139303,Beatriz Aragão,Sul,5,IES SC,16,Campus SC 3,50
13139304,Luiza Barros,Sul,5,IES PR,17,Campus PR 3,51
13139305,Sr. Murilo Fogaça,Norte,1,IES AM,1,Campus AM 4,52
13139306,Sophia Freitas,Norte,1,IES RR,2,Campus RR 4,53
13139307,Davi Luiz Monteiro,Norte,1,IES PA,3,Campus PA 4,54
13139308,Ana Carolina Costa,Nordeste,2,IES BA,4,Campus BA 4,55
13139309,Dra. Caroline Sales,Nordeste,2,IES RN,5,Campus RN 4,56
13139310,Beatriz Barbosa,Nordeste,2,IES SE,6,Campus SE 4,57
13139311,Sofia Oliveira,Nordeste,2,IES AL,7,Campus AL 4,58
13139312,Marcos Vinicius Alves,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13139313,Theo Monteiro,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13139314,Rebeca Fernandes,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13139315,Agatha Peixoto,Sudeste,4,IES SP,11,Campus SP 4,62
13139316,Letícia Peixoto,Sudeste,4,IES ES,12,Campus ES 4,63
13139317,Maria Eduarda Vieira,Sudeste,4,IES RJ,13,Campus RJ 4,64
13139318,Isadora da Cruz,Sudeste,4,IES SP,11,Campus SP 1,11
13139319,Dra. Emilly Gomes,Sudeste,4,IES ES,12,Campus ES 1,12
13139320,Sr. Erick Dias,Sudeste,4,IES RJ,13,Campus RJ 1,13
13139321,Ana Luiza da Rosa,Sudeste,4,IES MG,14,Campus MG 1,14
13139322,Emanuelly Oliveira,Sul,5,IES RS,15,Campus RS 1,15
13139323,Dr. Yago Martins,Sul,5,IES SC,16,Campus SC 1,16
13139324,Bianca Aragão,Sul,5,IES PR,17,Campus PR 1,17
13139325,Bárbara Lopes,Norte,1,IES AM,1,Campus AM 2,18
13139326,Enrico Gomes,Norte,1,IES RR,2,Campus RR 2,19
